Date,Transaction status,Transaction type,Order ID,Product Details,Total product charges,Total promotional rebates,Amazon fees,Other,Total (EUR)
12/2/2025,Deferred,Order Payment,405-1246814-9694711,Spray Mohra 100ml,18.15,0,-8.7,3.99,13.44
12/2/2025,Released,Order Payment,406-7094092-8321920,Spray Yara 100ml,24.8,0,-9.68,5.45,20.57
12/2/2025,Released,Order Payment,408-9956969-8905104,Spray Yara 100ml,25.91,0,-10.14,5.7,21.47
12/2/2025,Released,Order Payment,404-2351443-5257936,Spray Yara 100ml,24.8,0,-9.68,5.45,20.57
12/2/2025,Released,Order Payment,403-9779883-8525133,Spray Yara 100ml,24.78,0,-13.28,9.44,20.94
12/2/2025,Released,Order Payment,404-7209445-3190764,Spray Yara 100ml,24.79,0,-9.68,5.45,20.56
12/2/2025,Deferred,Order Payment,171-3195180-4279540,Fragrance World Apex - Profumo Arabic Ea...,41.99,-3.27,-13.14,12.51,38.09
12/2/2025,Deferred,Order Payment,406-0215555-1062770,Lattafa Profumo Personale Spray 100 ml M...,31.3,0,-11.15,6.89,27.04
12/2/2025,Deferred,Order Payment,171-7393071-7140350,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
12/2/2025,Deferred,Order Payment,403-7486152-7671565,Spray Yara 100ml,24.18,-1.63,-9.83,6.95,19.67
12/2/2025,Deferred,Order Payment,406-5082795-9669942,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,404-6473092-1109916,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-10.51,6.51,16.49
12/2/2025,Deferred,Order Payment,403-5163024-8861126,Fragrance World Cherry Incense Acqua Pro...,20.49,-1.63,-8.88,6.14,16.12
12/2/2025,Deferred,Order Payment,171-3716033-2244354,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,407-2934341-2261109,Spray Shaheen Silver 100ml,24.59,0,-8.86,5.41,21.14
12/2/2025,Deferred,Order Payment,408-3785309-3842724,Ramadan24 Eternal Oud Eau de Parfum Latt...,39.33,0,-12.39,8.65,35.59
12/2/2025,Deferred,Order Payment,405-0703956-3529928,Spray Shaheen Silver 100ml,24.59,0,-8.86,5.41,21.14
12/2/2025,Deferred,Order Payment,408-7460325-1696301,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,402-4395102-0386765,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,404-8228131-7660362,Lattafa Sehr Eau de Parfum Spray for Uni...,31.07,-3.27,-11.41,10.1,26.49
12/2/2025,Deferred,Order Payment,405-5427446-5425900,Spray Khamrah Qahwa 100 Ml,25.41,0,-5.9,12.33,31.84
12/2/2025,Deferred,Order Payment,406-0143658-2671524,Fragrance World Divin Asylum - Acqua pro...,23.77,0,-6.12,16.23,33.88
12/2/2025,Deferred,Order Payment,171-4028123-8159559,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,407-1029270-9329165,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Deferred,Order Payment,408-7926802-6840310,Fragrance World Cherry Incense Acqua Pro...,20.49,-1.64,-8.88,6.15,16.12
12/2/2025,Deferred,Order Payment,403-3877929-4824340,Lattafa Profumi Al Qiam Gold for Unisex ...,27.83,0,-9.46,6.12,24.49
12/2/2025,Deferred,Order Payment,405-3385820-0973152,Ramadan24 Eternal Oud Eau de Parfum Latt...,39.33,0,-12.39,8.65,35.59
12/2/2025,Deferred,Order Payment,407-6125521-4387561,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,-1.09,-9.49,6.32,19.51
12/2/2025,Released,Inventory Reimbursement,406-5291133-8831512,FBA Inventory Reimbursement,0,0,0,21.73,21.73
12/2/2025,Deferred,Order Payment,404-4139823-2023565,Ramadan24 Eternal Oud Eau de Parfum Latt...,23.77,0,-9.49,5.23,19.51
12/2/2025,Released,Order Payment,403-9782273-8677962,Spray Yara 100ml,24.43,-3.27,-9.89,8.64,19.91
12/2/2025,Released,Order Payment,406-6318541-8471532,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
12/2/2025,Released,Order Payment,171-2472024-5085919,Fragrance World Cherry Buzz,20.66,0,-7.71,4.54,17.49
11/2/2025,Released,Order Payment,406-0227065-9345155,Spray Yara 100ml,24.67,0,-12.27,8.2,20.6
11/2/2025,Deferred,Order Payment,402-8126008-1476355,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
11/2/2025,Released,Order Payment,404-0014502-5064315,Spray Yara 100ml,24.55,0,-9.91,5.4,20.04
11/2/2025,Released,Order Payment,404-5264809-4860314,Spray Yara 100ml,24.67,0,-9.94,5.43,20.16
11/2/2025,Released,Order Payment,403-2076174-8795541,Spray Yara 100ml,24.67,0,-9.66,5.43,20.44
11/2/2025,Released,Order Payment,405-1167260-5435553,Spray Yara 100ml,24.81,0,-12.47,8.45,20.79
11/2/2025,Released,Order Payment,404-5989054-7288343,Spray Yara 100ml,24.55,0,-9.91,5.4,20.04
11/2/2025,Deferred,Order Payment,408-3530238-6898708,Ramadan24 Eternal Oud Eau de Parfum Latt...,39.33,0,-12.39,8.65,35.59
11/2/2025,Deferred,Order Payment,407-4895470-0665159,KHADLAJ PERFUMES Khadlaj Hareem Al Sulta...,27.86,0,-6.89,17.13,38.1
11/2/2025,Deferred,Order Payment,406-3768764-5252346,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-9.14,4.51,15.86
11/2/2025,Deferred,Order Payment,404-7704456-8707506,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,0,11.61
11/2/2025,Deferred,Order Payment,406-3961368-2352350,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
11/2/2025,Deferred,Order Payment,404-7158198-1970726,Spray Khamrah Qahwa 100 Ml,28.3,0,-10.33,0,17.97
11/2/2025,Deferred,Order Payment,408-7181239-5687564,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-12.12,8.5,16.87
11/2/2025,Deferred,Order Payment,402-4437344-1375533,Ramadan24 Eternal Oud Eau de Parfum Latt...,39.33,-3.27,-12.39,11.92,35.59
11/2/2025,Deferred,Order Payment,407-9310291-0876325,Ramadan24 Eternal Oud Eau de Parfum Latt...,39.33,0,-12.39,8.65,35.59
11/2/2025,Deferred,Order Payment,407-9562071-3214768,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
11/2/2025,Released,Order Payment,406-9765638-4931552,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
11/2/2025,Released,Order Payment,171-8935843-5811526,Spray Yara 100ml,24.81,0,-9.96,5.46,20.31
11/2/2025,Released,Order Payment,406-1616899-2519547,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
11/2/2025,Released,Order Payment,403-9306491-9547547,Spray Yara 100ml,24.3,0,-9.87,5.35,19.78
11/2/2025,Released,Order Payment,403-3609675-2558749,Spray Yara 100ml,24.18,-1.64,-9.85,6.96,19.65
11/2/2025,Released,Order Payment,405-1736504-6671528,Spray Yara 100ml,24.69,0,-9.94,5.43,20.18
10/2/2025,Deferred,Order Payment,405-3517617-6225132,Spray Yara 100ml,24.18,0,-9.57,5.32,19.93
10/2/2025,Released,Order Payment,408-8001460-9235564,Spray Yara 100ml,24.66,0,-9.93,5.43,20.16
10/2/2025,Released,Order Payment,403-2058337-6765904,Spray Yara 100ml,24.81,0,-9.96,5.46,20.31
10/2/2025,Released,Order Payment,171-0152327-8344316,Spray Yara 100ml,24.43,0,-9.89,5.37,19.91
10/2/2025,Released,Order Payment,405-3293167-4567538,Spray Yara 100ml,24.68,0,-9.94,5.43,20.17
10/2/2025,Released,Order Payment,171-6688255-0759562,Spray Yara 100ml,24.55,-1.09,-9.91,6.49,20.04
10/2/2025,Released,Order Payment,402-2161532-7331561,Spray Yara 100ml,24.67,0,-9.94,5.43,20.16
10/2/2025,Released,Order Payment,406-4957471-4641916,Spray Yara 100ml,24.67,0,-9.94,5.43,20.16
10/2/2025,Released,Order Payment,404-1110739-7041932,Spray Yara 100ml,24.67,0,-9.94,5.43,20.16
10/2/2025,Released,Order Payment,405-1540829-4409957,Spray Yara 100ml,24.67,0,-9.94,5.43,20.16
10/2/2025,Released,Order Payment,405-6462990-9217142,Spray Yara 100ml,24.24,0,-9.86,5.33,19.71
10/2/2025,Deferred,Order Payment,406-2728912-2415547,Spray Mohra 100ml,18.19,0,-8.71,4,13.48
10/2/2025,Deferred,Order Payment,402-0701159-2994756,Spray Mohra 100ml,18.19,0,-8.71,4,13.48
10/2/2025,Deferred,Order Payment,171-3805431-9695563,"AJWAD Lattafa - EAU DE PARFUM, Natural s...",17.62,0,-7.82,3.88,13.68
10/2/2025,Deferred,Order Payment,408-9858102-8747500,"AJWAD Lattafa - EAU DE PARFUM, Natural s...",17.62,0,-7.82,3.88,13.68
10/2/2025,Deferred,Order Payment,402-6175742-7469903,"AJWAD Lattafa - EAU DE PARFUM, Natural s...",17.62,0,-7.82,3.88,13.68
10/2/2025,Released,Order Payment,404-4107403-2565931,Spray Yara 100ml,24.33,-1.95,-9.87,7.3,19.81
10/2/2025,Deferred,Order Payment,171-3100981-6704351,Spray Yara 100ml,24.92,-1.63,-9.96,7.11,20.44
10/2/2025,Released,Refund,171-4838248-6797910,Vaniglia Tobacco by Fragrance World for ...,-32.78,0,4.92,-7.21,-35.07
10/2/2025,Deferred,Order Payment,407-5430326-0695566,KHADLAJ PERFUMES Khadlaj Hareem Al Sulta...,27.86,0,-6.89,17.13,38.1
10/2/2025,Deferred,Order Payment,402-1646854-6912316,KHADLAJ PERFUMES Khadlaj Hareem Al Sulta...,27.86,0,-6.89,17.13,38.1
10/2/2025,Deferred,Order Payment,404-8959421-4468319,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
10/2/2025,Deferred,Order Payment,405-0380909-6719549,Fragrance World Cherry Incense Acqua Pro...,20.49,-0.66,-8.88,5.17,16.12
10/2/2025,Deferred,Order Payment,171-1760770-2460345,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
10/2/2025,Deferred,Order Payment,405-8510037-6372348,Spray Shaheen Silver 100ml,29.96,0,-9.86,6.59,26.69
10/2/2025,Deferred,Order Payment,403-2205029-2557150,Lattafa Ansaam Silver EDP U 100 ml,31.5,0,-10.93,6.93,27.5
10/2/2025,Deferred,Order Payment,405-4490227-8520321,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
10/2/2025,Deferred,Order Payment,406-7324213-2258724,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
10/2/2025,Deferred,Order Payment,402-4469735-3601115,"AJWAD Lattafa - EAU DE PARFUM, Natural s...",17.62,0,-7.82,3.88,13.68
10/2/2025,Released,Order Payment,402-1654387-8892329,Spray Yara 100ml,24.18,-3.27,-9.85,8.59,19.65
10/2/2025,Released,Order Payment,405-7893012-5898716,Paris Corner Taskeen Caramel Cascade Eau...,32.78,-3.27,-14.93,10.48,25.06
10/2/2025,Released,Order Payment,406-8725149-3453168,Spray Yara 100ml,24.18,0,-13.2,9.31,20.29
10/2/2025,Released,Order Payment,408-7949338-5910711,Spray Yara 100ml,24.61,0,-9.92,5.42,20.11
10/2/2025,Released,Order Payment,406-8253932-5922701,Spray Yara 100ml,24.21,-1.09,-9.85,6.42,19.69
10/2/2025,Released,Order Payment,402-4375898-9094751,Fragrance World Cherry Buzz,20.66,-3.27,-3.86,7.81,21.34
10/2/2025,Released,Order Payment,404-7401748-7235504,Spray Yara 100ml,48.44,0,-19.7,10.66,39.4
10/2/2025,Released,Order Payment,404-9692602-3419527,Spray Yara 100ml,24.18,0,-9.59,5.32,19.91
10/2/2025,Released,Order Payment,406-9411869-7586720,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
9/2/2025,Deferred,Order Payment,408-8766140-6908349,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
9/2/2025,Deferred,Order Payment,407-2568091-9401161,Lattafa Zikra Niche Eau de Parfum - A Sy...,41.8,0,-7.8,9.2,43.2
9/2/2025,Deferred,Order Payment,406-9474278-8513117,Ajayeb Dubai - Eau de Perfume per ritrat...,20.04,0,-3.74,4.41,20.71
9/2/2025,Deferred,Order Payment,405-6010486-2376306,Spray Khamrah Qahwa 100 Ml,28.3,0,-10.33,0,17.97
9/2/2025,Released,Order Payment,408-7444343-6120303,Spray Yara 100ml,24.18,-0.82,-9.85,6.14,19.65
9/2/2025,Released,Order Payment,171-2877220-1361903,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
9/2/2025,Released,Order Payment,404-8163510-6621115,Spray Asad 100 Ml,24.58,-0.66,-9.92,6.07,20.07
9/2/2025,Released,Order Payment,408-7437117-4039502,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
9/2/2025,Released,Order Payment,407-4529478-4563560,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
8/2/2025,Released,Order Payment,406-7031054-1139553,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
8/2/2025,Released,Order Payment,404-9335364-8837930,Spray Yara 100ml,24.24,0,-9.86,5.33,19.71
8/2/2025,Released,Order Payment,403-9294112-1704362,Spray Yara 100ml,24.63,0,-9.93,5.42,20.12
8/2/2025,Released,Order Payment,171-9979618-8500333,Spray Yara 100ml,24.19,0,-9.85,5.32,19.66
8/2/2025,Released,Order Payment,171-5779669-9283511,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
8/2/2025,Released,Order Payment,404-2833147-4236333,Spray Yara 100ml,24.41,0,-9.89,5.37,19.89
8/2/2025,Released,Order Payment,408-6622332-7889102,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
8/2/2025,Released,Order Payment,406-9101568-4590752,Spray Yara 100ml,24.18,-1.64,-9.85,6.96,19.65
8/2/2025,Released,Order Payment,407-0268923-4127512,Spray Asad 100 Ml,24.58,0,-14.11,10.4,20.87
8/2/2025,Released,Order Payment,407-8550230-0275510,Spray Yara 100ml,24.22,0,-9.85,5.33,19.7
8/2/2025,Deferred,Order Payment,405-7602948-6530725,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-12.49,8.5,16.5
8/2/2025,Deferred,Order Payment,404-8290203-3231510,Spray Mohra 100ml,18.19,0,-8.71,4,13.48
8/2/2025,Deferred,Order Payment,408-3361482-8087514,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
8/2/2025,Deferred,Order Payment,405-8761084-9674765,Lattafa Profumi Al Qiam Gold for Unisex ...,27.83,0,-9.46,6.12,24.49
8/2/2025,Deferred,Order Payment,407-8725803-0706765,Fragrance World Cherry Incense Acqua Pro...,20.49,0,-8.88,4.51,16.12
8/2/2025,Deferred,Order Payment,403-1135012-6005959,Lattafa Sehr Eau de Parfum Spray for Uni...,31.07,0,-11.41,6.83,26.49
8/2/2025,Released,Order Payment,408-0031663-1790755,"Eau de Parfum Opulent Musk, profumo unis...",18.85,0,-10.93,4.15,12.07
7/2/2025,Released,Order Payment,404-5044361-8856354,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
7/2/2025,Released,Order Payment,404-4560511-8344345,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
7/2/2025,Released,Order Payment,405-8781159-2110729,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
7/2/2025,Released,Order Payment,408-6675976-3386734,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
7/2/2025,Deferred,Order Payment,404-7603375-5893922,Spray Mohra 100ml,18.19,0,-8.71,4,13.48
7/2/2025,Deferred,Order Payment,408-7761652-7793966,Lattafa Profumi Al Qiam Gold for Unisex ...,27.83,0,-9.46,6.12,24.49
7/2/2025,Deferred,Order Payment,403-8077203-5367540,Lattafa Ansaam Silver EDP U 100 ml,31.5,0,-10.93,6.93,27.5
7/2/2025,Deferred,Order Payment,404-3781815-6615538,Spray Yara 100ml,24.83,0,-9.94,5.46,20.35
7/2/2025,Released,Service Fees,---,FBA storage fee,0,0,0,-0.12,-0.12
7/2/2025,Released,Order Payment,408-5327462-1214738,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
7/2/2025,Released,Order Payment,407-5776937-8509129,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
7/2/2025,Released,Order Payment,405-0038233-7088376,Spray Yara 100ml,24.18,0,-9.59,5.32,19.91
7/2/2025,Released,Order Payment,404-7708450-8026725,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
6/2/2025,Released,Refund,407-3583064-0507528,Swiss Arabian Shaghaf Oud Ahmar Eau de P...,-49.18,0,11.25,-13.95,-51.88
6/2/2025,Released,Order Payment,407-3583064-0507528,Swiss Arabian Shaghaf Oud Ahmar Eau de P...,49.18,0,-18.38,13.95,44.75
6/2/2025,Released,Order Payment,408-4370696-0321947,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
6/2/2025,Released,Order Payment,408-4582496-0541934,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,408-0773770-3733905,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,171-8025623-2263523,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,404-4611544-8087554,Jorge Di Profumo Aqua 100 ml Maison Alha...,18.03,-1.09,-7.6,5.06,14.4
5/2/2025,Released,Order Payment,407-2370130-9738718,Spray Yara Moi 100 Ml,21.91,-0.82,-12.64,5.64,14.09
5/2/2025,Released,Order Payment,408-7923143-5448349,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,403-9409583-3081918,Spray Asad 100 Ml,24.58,-1.63,-9.92,7.04,20.07
5/2/2025,Released,Order Payment,405-8122273-7677148,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,408-0573848-3488304,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
5/2/2025,Released,Order Payment,404-8334022-0358737,"North Stag - Profumo di lusso, 100 ml, E...",55.83,0,-12.11,23.28,67
4/2/2025,Released,Refund,408-0183600-3239561,Spray Asad 100 Ml,-24.58,0,3.69,-5.41,-26.3
4/2/2025,Released,Order Payment,406-7373267-4803561,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
4/2/2025,Deferred,Order Payment,171-5428057-5509929,Fragrance World Cherry Incense Acqua Pro...,25.73,0,-9.85,5.66,21.54
4/2/2025,Released,Order Payment,408-1779060-9969155,"Pear Potion, Eau de Parfum",28.69,0,-8.71,6.31,26.29
4/2/2025,Released,Order Payment,403-4741519-3308309,Fragrance World Amber & Neroli Eau de Pa...,24.59,0,-4.59,5.41,25.41
4/2/2025,Released,Order Payment,405-0876819-6959565,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
3/2/2025,Released,Order Payment,404-1652649-5120351,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
3/2/2025,Released,Order Payment,405-8695807-2109145,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
3/2/2025,Released,Order Payment,403-9463177-1628352,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
3/2/2025,Released,Order Payment,405-6739804-2165905,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
3/2/2025,Released,Order Payment,403-1169250-2149148,Spray Asad 100 Ml,24.58,-1.64,-9.92,7.05,20.07
3/2/2025,Released,Order Payment,404-6748932-0124309,Paris Corner Taskeen Caramel Cascade Eau...,32.78,-1.09,-14.93,8.3,25.06
3/2/2025,Released,Order Payment,406-9148225-9321134,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
3/2/2025,Released,Order Payment,402-9716823-4415542,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
3/2/2025,Released,Order Payment,403-8658581-5912333,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
3/2/2025,Released,Order Payment,402-2742222-2693162,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
3/2/2025,Released,Order Payment,402-3643863-6740352,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
2/2/2025,Released,Order Payment,408-9417629-3321164,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
2/2/2025,Released,Order Payment,407-2671480-1552335,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
1/2/2025,Released,Order Payment,402-6255710-2177950,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
1/2/2025,Released,Order Payment,407-3023696-9088340,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
1/2/2025,Released,Refund,404-6327831-5993933,Fragrance World Cherry Incense Acqua Pro...,-25.81,0.89,3.87,-6.57,-27.62
1/2/2025,Released,Order Payment,171-7268828-8830741,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
1/2/2025,Released,Service Fees,---,Subscription:,0,0,-15.41,0,-15.41
1/2/2025,Released,Order Payment,408-9900188-7071504,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,-3.27,-13.09,12.72,39.31
1/2/2025,Released,Order Payment,402-5965958-3606753,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
1/2/2025,Released,Order Payment,405-2568681-4360307,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,404-2884023-5817912,Vaniglia Tobacco by Fragrance World for ...,32.78,-3.27,-11.45,10.48,28.54
31/01/2025,Released,Order Payment,406-6682453-5081122,Spray Asad 100 Ml,24.58,-0.66,-9.92,6.07,20.07
31/01/2025,Released,Order Payment,406-6122347-5301931,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
31/01/2025,Released,Order Payment,404-7757639-9816351,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
31/01/2025,Released,Order Payment,404-6202566-7644350,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,403-0131858-8698738,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,403-5722956-2772301,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,403-1792114-9426700,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,405-7877496-6766764,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
31/01/2025,Released,Order Payment,402-5926784-6112312,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
31/01/2025,Released,Order Payment,405-7107870-5382731,Spray Asad 100 Ml,24.58,-1.63,-9.92,7.04,20.07
31/01/2025,Released,Order Payment,404-7468739-4292360,Spray Sheikh Al Shuyukh Luxe Edition 100...,20.49,-1.63,-8.9,6.14,16.1
31/01/2025,Released,Order Payment,406-3834767-9748314,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
30/01/2025,Released,Order Payment,408-6202905-4241942,"Al Oud Sublime perfumed water unisex, 10...",31.06,0,-10.86,6.83,27.03
30/01/2025,Released,Order Payment,407-7323499-2109961,Spray Asad 100 Ml,24.58,-1.63,-9.92,7.04,20.07
30/01/2025,Released,Order Payment,406-1947423-3333130,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
30/01/2025,Released,Refund,403-9258418-8983560,Fragrance World Cherry Incense Acqua Pro...,-25.81,0,3.87,-5.68,-27.62
30/01/2025,Released,Order Payment,407-2108729-1577912,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
30/01/2025,Released,Order Payment,406-3153508-8481956,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
30/01/2025,Released,Order Payment,407-6857833-3933942,"Al Oud Sublime perfumed water unisex, 10...",31.06,0,-10.86,6.83,27.03
30/01/2025,Released,Order Payment,406-4946636-6865910,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
30/01/2025,Released,Order Payment,404-6941343-7025942,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
30/01/2025,Released,Order Payment,403-9408565-9205136,Spray Musamam 100ml,40.98,0,-12.98,9.01,37.01
30/01/2025,Released,Order Payment,407-1510962-0597903,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
30/01/2025,Released,Order Payment,408-9390608-3203517,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
30/01/2025,Released,Order Payment,403-9258418-8983560,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
29/01/2025,Released,Order Payment,402-0458336-9053126,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
29/01/2025,Released,Order Payment,405-5629362-6044307,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
29/01/2025,Released,Order Payment,407-5732638-3555540,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
29/01/2025,Released,Order Payment,407-4523612-6164314,Spray Asad 100 Ml,24.58,-1.64,-9.92,7.05,20.07
29/01/2025,Released,Order Payment,403-5252066-9843520,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
29/01/2025,Released,Order Payment,408-5141928-8074748,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
29/01/2025,Released,Order Payment,402-4122809-2444328,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
29/01/2025,Released,Refund,406-9063835-3308346,Spray Asad 100 Ml,-24.58,0,3.69,-5.41,-26.3
29/01/2025,Released,Order Payment,404-6139675-5197140,Spray Asad 100 Ml,24.58,0,-13.65,9.11,20.04
29/01/2025,Released,Order Payment,402-4651215-6526721,Spray Asad 100 Ml,24.58,-3.27,-9.92,8.68,20.07
28/01/2025,Released,Order Payment,405-3366857-9294702,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
28/01/2025,Released,Order Payment,408-5958174-8475567,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
28/01/2025,Released,Refund,402-4651215-6526721,Spray Asad 100 Ml,-24.58,3.27,3.69,-8.68,-26.3
28/01/2025,Released,Order Payment,404-5520965-2989954,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,406-9063835-3308346,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,407-9374777-3588337,Khadlaj Hareem Al Sultan Gold - Olio Pro...,28.68,0,-7.04,17.31,38.95
28/01/2025,Released,Order Payment,171-3654811-7173154,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
28/01/2025,Released,Refund,171-9491043-9680309,Spray Asad 100 Ml,-24.58,0,3.69,-5.41,-26.3
28/01/2025,Released,Order Payment,405-8118198-4819569,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,404-4899079-4861963,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,406-9767850-5752323,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
